CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3645257	566.65	3.31	134.15	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)CO)[C@@H](Cc5ccccc5)NC(=O)C)cc1	IC50	3	nM
CHEMBL3645257	566.65	3.31	134.15	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)CO)[C@@H](Cc5ccccc5)NC(=O)C)cc1	IC50	8	nM
CHEMBL276137	530.66	3.31	144.9	2	CC(C)CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N	IC50	59.8	nM
CHEMBL3319281	522.04	3.31	148.33	1	CN1CCN(CCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccccc4Cl)sc3c2)CC1	IC50	83	nM
CHEMBL276137	530.66	3.31	144.9	2	CC(C)CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N	IC50	535	nM
CHEMBL2011828	538.64	3.32	90.98	1	O=C(NC1CCN(Cc2ccccc2)CC1)[C@@H](C3CC3)N4CC(=O)Nc5ccc(Oc6ccccc6)cc5C4=O	IC50	12	nM
CHEMBL3319213	493	3.32	145.09	0	CN1CCC(CC1)S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccccc4Cl)sc3c2	IC50	65	nM
CHEMBL2048815	423.55	3.32	54.9	0	CCCOc1ccc(CN2CC3(CCN(CC3)C(=O)Cc4ccc(OC)cc4)C2)cn1	IC50	407	nM
CHEMBL308716	509.6	3.32	129.89	1	CC(C)(N)CC(=O)N[C@@H]1CCc2ccccc2N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C1=O	IC50	2800	nM
CHEMBL3218892	464.6	3.33	75.85	0	COCCN1CCC[C@H](CN2C(=O)c3nn(cc3N=C2c4cccnc4C)C5CCCCC5)C1	IC50	370	nM
CHEMBL1078677	466.6	3.35	121.7	0	CC(C)(N)Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)NCCc3ccccc3)cc2)cc1	IC50	138	nM
CHEMBL360227	469.88	3.36	86.87	0	CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	1.2	nM
CHEMBL360227	469.88	3.36	86.87	0	CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	2.1	nM
CHEMBL206446	411.52	3.36	123.57	0	CCc1nc(N)nc(N)c1c2ccc(cc2)N(C)Cc3ccc(cc3)S(=O)(=O)C	IC50	3.7	nM
CHEMBL369533	469.88	3.36	86.87	0	CCN(CC)CCN1C(=O)C(O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	4	nM
CHEMBL2011831	540.65	3.36	90.97	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)N4CCC(CC4)NCc5ccccc5	IC50	8	nM
CHEMBL180096	469.88	3.36	86.87	0	CCN(CC)CCN1C(=O)[C@@](O)(c2cccc(Cl)c2)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	15	nM
CHEMBL206446	411.52	3.36	123.57	0	CCc1nc(N)nc(N)c1c2ccc(cc2)N(C)Cc3ccc(cc3)S(=O)(=O)C	IC50	32	nM
CHEMBL359922	469.88	3.36	86.86	0	CCN(CC)CCN1C(=O)[C@@](O)(c2ccc(Cl)cc2)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	83	nM
CHEMBL203843	344.41	3.36	113.63	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)C#N)cc2	IC50	160	nM
CHEMBL203843	344.41	3.36	113.63	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)C#N)cc2	IC50	780	nM
CHEMBL3319215	536.07	3.37	148.33	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccccc4Cl)sc3c2)CC1	IC50	1.3	nM
CHEMBL205136	364.4	3.37	135.66	0	CCc1nc(N)nc(N)c1c2ccc(CNc3ccc(cc3)[N+](=O)[O-])cc2	IC50	9.2	nM
CHEMBL206399	364.4	3.37	135.66	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)[N+](=O)[O-])cc2	IC50	11	nM
CHEMBL1087908	442.48	3.37	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(c(F)c4)c5ccncc5	IC50	12.2	nM
CHEMBL206399	364.4	3.37	135.66	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)[N+](=O)[O-])cc2	IC50	23	nM
CHEMBL1088038	442.48	3.37	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccncc5F	IC50	31	nM
CHEMBL205136	364.4	3.37	135.66	0	CCc1nc(N)nc(N)c1c2ccc(CNc3ccc(cc3)[N+](=O)[O-])cc2	IC50	190	nM
CHEMBL207792	488.6	3.39	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNCc4ccccc4)cc1	IC50	49	nM
CHEMBL205794	468.61	3.39	144.39	0	CC(C)CCNCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	61	nM
CHEMBL207792	488.6	3.39	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNCc4ccccc4)cc1	IC50	96	nM
CHEMBL205794	468.61	3.39	144.39	0	CC(C)CCNCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	1420	nM
CHEMBL2164826	467.78	3.4	64.67	0	CN1CCN(CC(=O)N[C@@]2(C(=O)Nc3cc(Cl)c(Cl)cc23)c4ccc(Cl)cc4)CC1	IC50	47	nM
CHEMBL2164831	467.78	3.4	64.67	0	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)cc4)CC1	IC50	72	nM
CHEMBL2164830	467.78	3.4	64.67	0	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)ccc23)c4ccc(Cl)c(Cl)c4)CC1	IC50	111	nM
CHEMBL353007	607.16	3.4	107.19	1	CS(=O)(=O)N1CC2(CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)C4Cc5ccccc5CN4)c6ccccc16	IC50	190	nM
CHEMBL2164828	467.78	3.4	64.67	0	CN1CCN(CC(=O)NC2(C(=O)Nc3c(Cl)cc(Cl)cc23)c4ccc(Cl)cc4)CC1	IC50	1390	nM
CHEMBL2164491	467.78	3.4	64.68	0	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(Cl)cc23)c4ccc(Cl)cc4)CC1	IC50	10000	nM
CHEMBL3218900	502.61	3.41	85.08	1	COC[C@H](C)N1CCC[C@H](CN2C(=O)c3nn(cc3N=C2c4cccnc4C)c5cccc(OC)c5)C1	IC50	1.7	nM
CHEMBL3319211	480.99	3.41	145.09	0	CN(C)CCCS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3ccccc3Cl)sc2c1	IC50	8.7	nM
CHEMBL206486	433.47	3.42	132.36	0	CCc1nc(N)nc(N)c1c2ccc(NCc3cc(F)c(c(F)c3)S(=O)(=O)C)cc2	IC50	2.4	nM
CHEMBL3586030	530.57	3.42	103.41	1	O=C(NC[C@H]1COc2ccccc2O1)c3cc(cnc3NCc4ccc5OCOc5c4)N6C[C@H]7CC[C@@H](C6)O7	IC50	5.4	nM
CHEMBL206486	433.47	3.42	132.36	0	CCc1nc(N)nc(N)c1c2ccc(NCc3cc(F)c(c(F)c3)S(=O)(=O)C)cc2	IC50	45	nM
CHEMBL3319216	550.09	3.43	148.33	1	CN1CCCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccccc4Cl)sc3c2)CC1	IC50	4.2	nM
CHEMBL211211	440.5	3.43	128.18	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)Nc4ccccc4)cc3	IC50	88	nM
CHEMBL378989	454.52	3.44	128.18	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)NCc4ccccc4)cc3	IC50	34	nM
CHEMBL415674	595.73	3.44	115.04	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CNCCN6)c(OC)c1	IC50	35	nM
CHEMBL540093	506.98	3.44	114.09	1	Cl.COC(=O)C(CCCCN)NC(=O)CN1C(=O)c2cc(Cl)ccc2N=C1c3ccc4ccccc4c3	IC50	3500	nM
CHEMBL500703	919.13	3.46	308.08	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N	IC50	12	nM
CHEMBL500703	919.13	3.46	308.08	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N	IC50	21	nM
CHEMBL240522	565.71	3.46	105.81	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CNCCN6)cc1	IC50	54	nM
CHEMBL205374	411.52	3.47	132.36	0	CC(C)c1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	5.4	nM
CHEMBL205374	411.52	3.47	132.36	0	CC(C)c1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	14	nM
CHEMBL2426675	468.59	3.48	58.56	0	COc1ccc(CC(=O)N2CCC3(CC2)CN(C3)C4CCc5cc(ccc45)c6ncccn6)cc1	IC50	12.59	nM
CHEMBL223586	493.6	3.5	114.51	0	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3Cc5ccccn5	IC50	1000	nM
CHEMBL1078700	452.57	3.51	121.7	0	Cc1cccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(CC(C)(C)N)cc3)c1	IC50	69	nM
CHEMBL1078960	452.57	3.51	121.7	0	Cc1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(CC(C)(C)N)cc3)cc1	IC50	77	nM
CHEMBL1078699	452.57	3.51	121.7	0	Cc1ccccc1NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(CC(C)(C)N)cc3	IC50	161	nM
CHEMBL3218897	514.62	3.52	85.08	1	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	5.1	nM
CHEMBL3218894	514.62	3.52	85.08	1	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(CC5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	7.6	nM
CHEMBL3218896	514.62	3.52	85.08	1	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	15	nM
CHEMBL3218911	514.62	3.52	85.08	1	COc1ccc(cc1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	52	nM
CHEMBL379191	417.5	3.53	116.15	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CCCC4)cc3	IC50	18	nM
CHEMBL379191	417.5	3.53	116.15	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CCCC4)cc3	IC50	40	nM
CHEMBL208424	467.58	3.54	141.59	0	CC(=CCOCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2)C	IC50	0.4	nM
CHEMBL208424	467.58	3.54	141.59	0	CC(=CCOCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2)C	IC50	1.9	nM
CHEMBL205848	480.63	3.54	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNCC4CCCC4)cc1	IC50	16	nM
CHEMBL3319280	480.99	3.54	153.88	0	CC(C)NCCS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3ccccc3Cl)sc2c1	IC50	27	nM
CHEMBL3218910	484.59	3.54	75.85	0	Cc1ncccc1C2=Nc3cn(nc3C(=O)N2C[C@H]4CCCN(C[C@H]5CCCO5)C4)c6ccccc6	IC50	190	nM
CHEMBL2048809	414.93	3.54	42.01	0	COc1ccc(OCC(=O)N2CCC3(CC2)CN(Cc4ccccc4Cl)C3)cc1	IC50	231	nM
CHEMBL205848	480.63	3.54	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNCC4CCCC4)cc1	IC50	316	nM
CHEMBL2164506	530.23	3.54	81.75	1	CCN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1=O	IC50	2780	nM
CHEMBL205484	423.53	3.55	132.36	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3C4CCC4)cc1	IC50	14	nM
CHEMBL3319403	559.06	3.55	162.91	1	CN1CCC(CC1)S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)n5cccn5)sc3c2	IC50	15	nM
CHEMBL111780	495.58	3.55	121.1	0	NCCCN1C(=O)[C@H](CCc2ccccc2)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C1=O	IC50	100000	nM
CHEMBL3319408	548.08	3.56	148.33	1	CN1CCC(CC1)S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc5N(C)CCc5cc4Cl)sc3c2	IC50	7.2	nM
CHEMBL204835	411.52	3.56	118.38	0	CCc1nc(N)nc(NC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	37	nM
CHEMBL213704	439.51	3.56	116.15	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)Cc4ccccc4)cc3	IC50	37	nM
CHEMBL204835	411.52	3.56	118.38	0	CCc1nc(N)nc(NC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	69	nM
CHEMBL1079872	432.58	3.56	121.7	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCCN)cc2	IC50	108	nM
CHEMBL213704	439.51	3.56	116.15	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)Cc4ccccc4)cc3	IC50	408	nM
CHEMBL1079302	432.58	3.56	121.7	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cccc(CCCN)c2	IC50	429	nM
CHEMBL3586026	513.54	3.57	108.76	1	CCn1cc(cn1)c2cnc(NCc3ccc4OCOc4c3)c(c2)C(=O)NC[C@H]5COc6ccccc6O5	IC50	24	nM
CHEMBL1088037	460.48	3.57	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(c(F)c4)c5ccncc5F	IC50	42	nM
CHEMBL2164508	461.38	3.57	64.67	0	CCN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(C)cc23)c4ccc(Cl)cc4)CC1	IC50	129	nM
CHEMBL3586025	513.54	3.57	108.76	1	CCn1cc(cn1)c2cnc(NCc3ccc4OCOc4c3)c(c2)C(=O)NC[C@@H]5COc6ccccc6O5	IC50	180	nM
CHEMBL3319396	632.15	3.58	175.38	1	COc1cc(Cl)c(cc1n2cccn2)C(=O)NC(=O)Nc3nc4ccc(cc4s3)S(=O)(=O)CCCN5CCN(C)CC5	IC50	0.62	nM
CHEMBL2426674	477	3.58	58.56	0	COc1ccc(CC(=O)N2CCC3(CC2)CN(Cc4ccc(cc4Cl)c5ncccn5)C3)cc1	IC50	15.85	nM
CHEMBL502208	900.08	3.58	274.86	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)Cc6cnc[nH]6)C(=O)N	IC50	58	nM
CHEMBL502208	900.08	3.58	274.86	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)Cc6cnc[nH]6)C(=O)N	IC50	68	nM
CHEMBL2164824	469.79	3.58	64.67	0	CN(C)CCN(C)CC(=O)NC1(C(=O)Nc2cc(Cl)c(Cl)cc12)c3ccc(Cl)cc3	IC50	10000	nM
CHEMBL1080938	424.49	3.59	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(nc4)c5ccccc5	IC50	20	nM
CHEMBL1081301	424.49	3.59	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccn5	IC50	42.2	nM
CHEMBL3319225	602.13	3.6	166.15	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)n5cccn5)sc3c2)CC1	IC50	0.67	nM
CHEMBL3319226	602.13	3.6	166.15	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cccc(c4Cl)n5cccn5)sc3c2)CC1	IC50	8.8	nM
CHEMBL205486	359.88	3.6	118.08	0	CCc1nc(N)nc(N)c1c2ccc(NCc3csc(Cl)c3)cc2	IC50	290	nM
CHEMBL413856	469.58	3.6	117.41	0	Cn1c(CCc2c[nH]c3ccccc23)nnc1[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N	IC50	580	nM
CHEMBL205486	359.88	3.6	118.08	0	CCc1nc(N)nc(N)c1c2ccc(NCc3csc(Cl)c3)cc2	IC50	790	nM
CHEMBL203581	467.58	3.6	118.82	0	CCc1nc(N)nc(N2CCOCC2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	3250	nM
CHEMBL203581	467.58	3.6	118.82	0	CCc1nc(N)nc(N2CCOCC2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	10000	nM
CHEMBL205445	469.6	3.65	141.59	0	CC(C)CCOCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	2.8	nM
CHEMBL205445	469.6	3.65	141.59	0	CC(C)CCOCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	6.8	nM
CHEMBL425594	489.59	3.66	141.59	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	0.3	nM
CHEMBL425594	489.59	3.66	141.59	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	0.3	nM
CHEMBL382033	474.58	3.66	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNc4ccccc4)cc1	IC50	5.5	nM
CHEMBL425594	489.59	3.66	141.59	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	7.1	nM
CHEMBL425594	489.59	3.66	141.59	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	7.2	nM
CHEMBL382033	474.58	3.66	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNc4ccccc4)cc1	IC50	9.1	nM
CHEMBL206588	431.94	3.67	132.36	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)c(Cl)c2	IC50	4.2	nM
CHEMBL206588	431.94	3.67	132.36	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)c(Cl)c2	IC50	11	nM
CHEMBL3319275	361.8	3.67	108.56	0	COc1ccc2nc(NC(=O)NC(=O)c3ccccc3Cl)sc2c1	IC50	76	nM
CHEMBL2011822	570.68	3.68	100.21	1	COc1ccccc1Oc2ccc3NC(=O)CN([C@H](C(C)C)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)c3c2	IC50	26	nM
CHEMBL381759	500.62	3.68	135.6	1	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CN4Cc5ccccc5C4)cc1	IC50	34	nM
CHEMBL1079045	446.61	3.68	121.7	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)N)cc2	IC50	46	nM
CHEMBL2011824	570.68	3.68	100.21	1	COc1ccc(Oc2ccc3NC(=O)CN([C@H](C(C)C)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)c3c2)cc1	IC50	79	nM
CHEMBL2011823	570.68	3.68	100.21	1	COc1cccc(Oc2ccc3NC(=O)CN([C@H](C(C)C)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)c3c2)c1	IC50	143	nM
CHEMBL1077716	375.49	3.68	95.68	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2	IC50	4300	nM
CHEMBL3586032	566.65	3.69	102.02	1	CC(=O)N1[C@@H]2CC[C@H]1C=C(C2)c3cnc(NCc4ccc5CCOc5c4)c(c3)C(=O)NC[C@H]6COc7ccccc7O6	IC50	0.96	nM
CHEMBL2011816	540.65	3.69	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	8	nM
CHEMBL3586032	566.65	3.69	102.02	1	CC(=O)N1[C@@H]2CC[C@H]1C=C(C2)c3cnc(NCc4ccc5CCOc5c4)c(c3)C(=O)NC[C@H]6COc7ccccc7O6	IC50	31	nM
CHEMBL3319404	573.09	3.69	162.91	1	CN1CCC(CC1)S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)n5nccc5C)sc3c2	IC50	33	nM
CHEMBL2011829	540.65	3.69	90.98	1	CC(C)[C@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	196	nM
CHEMBL535353	493.4	3.69	87.79	0	Cl.NCCCCCNC(=O)CN1C(=O)c2cc(Br)ccc2N=C1c3ccc4ccccc4c3	IC50	1400	nM
CHEMBL3319220	580.12	3.7	157.56	1	CCOc1ccc(Cl)c(c1)C(=O)NC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)CCCN4CCN(C)CC4	IC50	0.31	nM
CHEMBL383766	461.58	3.7	132.36	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3[C@H]4CC5CC4C=C5)cc1	IC50	66	nM
CHEMBL383073	461.58	3.7	132.36	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3[C@@H]4CC5CC4C=C5)cc1	IC50	283	nM
CHEMBL207754	425.55	3.71	132.36	0	CC(C)Cc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	10	nM
CHEMBL207754	425.55	3.71	132.36	0	CC(C)Cc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	40	nM
CHEMBL241242	524.66	3.72	107.77	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)CCN)cc1	IC50	59	nM
CHEMBL539575	485.42	3.72	87.79	0	Cl.NCCCCCCNC(=O)CN1C(=Nc2ccc(Br)cc2C1=O)CCc3ccccc3	IC50	67	nM
CHEMBL391859	524.66	3.72	97.69	1	O=C(N[C@H](Cc1c[nH]c2ccccc12)C3=NNC(CCc4ccccc4)N3Cc5occc5)C6CCNCC6	IC50	560	nM
CHEMBL392191	634.77	3.73	130.83	2	COc1ccc(CN2C(CCc3c[nH]c4ccccc34)NN=C2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CNCCN7)c(OC)c1	IC50	32	nM
CHEMBL322499	546.62	3.73	122.9	1	O=C1[C@H](Cc2c[nH]c3ccccc23)N(Cc4ccc(cc4)c5ccccc5c6nn[nH]n6)C(=O)N1C7CCNCC7	IC50	50000	nM
CHEMBL2011832	554.68	3.74	90.97	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)N4CCC(CC4)N[C@H](C)c5ccccc5	IC50	2.5	nM
CHEMBL3797857	579.69	3.74	139.95	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5ccccc5)NC=O)cc1	IC50	43	nM
CHEMBL3797857	579.69	3.74	139.95	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5ccccc5)NC=O)cc1	IC50	113	nM
CHEMBL274460	544.69	3.74	130.91	2	CNC(C)(C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc3c[nH]c4ccccc34)NC(=O)CC(C)C	IC50	213	nM
CHEMBL274460	544.69	3.74	130.91	2	CNC(C)(C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc3c[nH]c4ccccc34)NC(=O)CC(C)C	IC50	397	nM
CHEMBL208930	431.53	3.74	107.35	0	CN(C(=O)C1CCCC1)c2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4	IC50	1670	nM
CHEMBL208930	431.53	3.74	107.35	0	CN(C(=O)C1CCCC1)c2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4	IC50	10000	nM
CHEMBL206589	476.39	3.75	132.36	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)c(Br)c2	IC50	5.7	nM
CHEMBL391980	604.74	3.75	121.6	2	COc1ccc(CN2C(CCc3c[nH]c4ccccc34)NN=C2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CNCCN7)cc1	IC50	18	nM
CHEMBL206589	476.39	3.75	132.36	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)c(Br)c2	IC50	42	nM
CHEMBL2164823	481.8	3.75	64.67	0	CCN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(Cl)cc23)c4ccc(Cl)cc4)CC1	IC50	110	nM
CHEMBL393692	547.65	3.75	123.21	1	COc1ccc(Cn2c(CCC3C=Nc4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)CN)cc1	IC50	138	nM
